# MODEL ATMOSPHERE NO.  6
#
#
#      Z         P        T     REL H    H2O                          AEROSOL
#     (KM)      (MB)     (K)     (%)  (GM / M3)  TYPE                 PROFILE
#                              [Before scaling]
#     2.250   770.655  273.53   52.18 2.596E+00 USER RAIN NO CLOUD  USER RAIN NO CLOUD  
#
#TOTAL COLUMN ABSORBER AMOUNTS FOR THE LINE-OF-SIGHT PATH:
#
#                 HNO3      O3 UV      CNTMSLF1    CNTMSLF2    CNTMFRN     N2 CONT     MOL SCAT
#               (ATM CM)   (ATM CM)   (MOL CM-2)  (MOL CM-2)  (MOL CM-2)             (550 NM EXT)
#            3.5216E-04  3.3824E-01  3.2010E+19  2.5522E+19  1.1881E+22  2.3466E+00  7.4361E-02
#
#
#                AER 1       AER 2       AER 3       AER 4      CIRRUS     WAT DROP    ICE PART   MEAN AER RH
#                                                                         (KM GM/M3)  (KM GM/M3)    (PRCNT)
#              0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000        0.00
#
#
#
#                H2O         O3          CO2         CO          CH4         N2O
#             (                                   ATM CM                                   )
#            6.3607E+02  3.3824E-01  2.2091E+02  6.1598E-02  1.0013E+00  1.8590E-01
#
#
#
#                O2          NH3         NO          NO2         SO2
#               (                      ATM CM                      )
#            1.2825E+05  8.3811E-05  2.5812E-04  2.0012E-04  5.9650E-05
#
#
#               CFC11       CFC12       CFC13       CFC14       CFC22      CFC113      CFC114
#             (                                    ATM CM                                    )
#            7.9177E-05  1.3973E-04  6.1363E-13  6.1363E-13  3.5415E-05  1.0965E-05  7.1047E-06
#
#
#              CFC115      CLONO2        HNO4      CHCL2F        CCL4        N2O5
#             (                                    ATM CM                                    )
#            6.1363E-13  3.8629E-05  4.1787E-05  6.1363E-13  7.2964E-05  2.7589E-06
#
#  wv(nm)     COMB_TR       H2O        O3    H2O_CT  MOL_SCAT   AER+CLD        O2 
   325.098   0.45250   1.00000   0.87720   1.00000   0.51670   1.00000   1.00000 
   325.045   0.44970   1.00000   0.87220   1.00000   0.51650   1.00000   1.00000 
   324.992   0.44710   1.00000   0.86750   1.00000   0.51620   1.00000   1.00000 
   324.939   0.44410   1.00000   0.86200   1.00000   0.51600   1.00000   1.00000 
   324.886   0.44320   1.00000   0.86070   1.00000   0.51570   1.00000   1.00000 
   324.834   0.44530   1.00000   0.86500   1.00000   0.51550   1.00000   1.00000 
   324.781   0.45050   1.00000   0.87560   1.00000   0.51530   1.00000   1.00000 
   324.728   0.46130   1.00000   0.89690   1.00000   0.51500   1.00000   1.00000 
   324.675   0.46940   1.00000   0.91300   1.00000   0.51480   1.00000   1.00000 
   324.623   0.47180   1.00000   0.91820   1.00000   0.51460   1.00000   1.00000 
   324.570   0.47240   1.00000   0.91970   1.00000   0.51430   1.00000   1.00000 
   324.517   0.47200   1.00000   0.91950   1.00000   0.51410   1.00000   1.00000 
   324.465   0.47160   1.00000   0.91910   1.00000   0.51390   1.00000   1.00000 
   324.412   0.47140   1.00000   0.91910   1.00000   0.51360   1.00000   1.00000 
   324.359   0.47050   1.00000   0.91790   1.00000   0.51340   1.00000   1.00000 
   324.307   0.46990   1.00000   0.91700   1.00000   0.51310   1.00000   1.00000 
   324.254   0.46990   1.00000   0.91750   1.00000   0.51290   1.00000   1.00000 
   324.202   0.47080   1.00000   0.91960   1.00000   0.51270   1.00000   1.00000 
   324.149   0.47270   1.00000   0.92390   1.00000   0.51240   1.00000   1.00000 
   324.097   0.47520   1.00000   0.92900   1.00000   0.51220   1.00000   1.00000 
   324.044   0.47690   1.00000   0.93290   1.00000   0.51200   1.00000   1.00000 
   323.992   0.47830   1.00000   0.93600   1.00000   0.51170   1.00000   1.00000 
   323.939   0.47860   1.00000   0.93710   1.00000   0.51150   1.00000   1.00000 
   323.887   0.47860   1.00000   0.93750   1.00000   0.51130   1.00000   1.00000 
   323.834   0.47770   1.00000   0.93620   1.00000   0.51100   1.00000   1.00000 
   323.782   0.47690   1.00000   0.93500   1.00000   0.51080   1.00000   1.00000 
   323.729   0.47530   1.00000   0.93230   1.00000   0.51050   1.00000   1.00000 
   323.677   0.47360   1.00000   0.92940   1.00000   0.51030   1.00000   1.00000 
   323.625   0.47130   1.00000   0.92530   1.00000   0.51010   1.00000   1.00000 
   323.572   0.46970   1.00000   0.92260   1.00000   0.50980   1.00000   1.00000 
   323.520   0.46850   1.00000   0.92070   1.00000   0.50960   1.00000   1.00000 
   323.468   0.46630   1.00000   0.91680   1.00000   0.50940   1.00000   1.00000 
   323.415   0.46360   1.00000   0.91190   1.00000   0.50910   1.00000   1.00000 
   323.363   0.46090   1.00000   0.90710   1.00000   0.50890   1.00000   1.00000 
   323.311   0.45880   1.00000   0.90320   1.00000   0.50860   1.00000   1.00000 
   323.258   0.45650   1.00000   0.89930   1.00000   0.50840   1.00000   1.00000 
   323.206   0.45320   1.00000   0.89310   1.00000   0.50820   1.00000   1.00000 
   323.154   0.44920   1.00000   0.88560   1.00000   0.50790   1.00000   1.00000 
   323.102   0.44550   1.00000   0.87870   1.00000   0.50770   1.00000   1.00000 
   323.050   0.44250   1.00000   0.87320   1.00000   0.50750   1.00000   1.00000 
   322.997   0.43800   1.00000   0.86480   1.00000   0.50720   1.00000   1.00000 
   322.945   0.43370   1.00000   0.85670   1.00000   0.50700   1.00000   1.00000 
   322.893   0.42880   1.00000   0.84740   1.00000   0.50670   1.00000   1.00000 
   322.841   0.42470   1.00000   0.83980   1.00000   0.50650   1.00000   1.00000 
   322.789   0.42210   1.00000   0.83500   1.00000   0.50630   1.00000   1.00000 
   322.737   0.41900   1.00000   0.82920   1.00000   0.50600   1.00000   1.00000 
   322.685   0.41670   1.00000   0.82500   1.00000   0.50580   1.00000   1.00000 
   322.633   0.41910   1.00000   0.83020   1.00000   0.50560   1.00000   1.00000 
   322.581   0.42500   1.00000   0.84230   1.00000   0.50530   1.00000   1.00000 
   322.529   0.43070   1.00000   0.85390   1.00000   0.50510   1.00000   1.00000 
   322.477   0.43200   1.00000   0.85690   1.00000   0.50490   1.00000   1.00000 
   322.425   0.43060   1.00000   0.85450   1.00000   0.50460   1.00000   1.00000 
   322.373   0.42710   1.00000   0.84800   1.00000   0.50440   1.00000   1.00000 
   322.321   0.42400   1.00000   0.84230   1.00000   0.50410   1.00000   1.00000 
   322.269   0.42050   1.00000   0.83570   1.00000   0.50390   1.00000   1.00000 
   322.217   0.41680   1.00000   0.82870   1.00000   0.50370   1.00000   1.00000 
   322.165   0.41340   1.00000   0.82230   1.00000   0.50340   1.00000   1.00000 
   322.113   0.41160   1.00000   0.81920   1.00000   0.50320   1.00000   1.00000 
   322.061   0.41200   1.00000   0.82030   1.00000   0.50300   1.00000   1.00000 
   322.009   0.41470   1.00000   0.82600   1.00000   0.50270   1.00000   1.00000 
   321.958   0.42370   1.00000   0.84430   1.00000   0.50250   1.00000   1.00000 
   321.906   0.43450   1.00000   0.86630   1.00000   0.50220   1.00000   1.00000 
   321.854   0.44050   1.00000   0.87880   1.00000   0.50200   1.00000   1.00000 
   321.802   0.44320   1.00000   0.88450   1.00000   0.50180   1.00000   1.00000 
   321.750   0.44470   1.00000   0.88790   1.00000   0.50150   1.00000   1.00000 
   321.699   0.44510   1.00000   0.88920   1.00000   0.50130   1.00000   1.00000 
   321.647   0.44410   1.00000   0.88750   1.00000   0.50100   1.00000   1.00000 
   321.595   0.44260   1.00000   0.88510   1.00000   0.50080   1.00000   1.00000 
   321.543   0.44200   1.00000   0.88430   1.00000   0.50060   1.00000   1.00000 
   321.492   0.44110   1.00000   0.88270   1.00000   0.50030   1.00000   1.00000 
   321.440   0.44060   1.00000   0.88210   1.00000   0.50010   1.00000   1.00000 
   321.388   0.44100   1.00000   0.88350   1.00000   0.49990   1.00000   1.00000 
   321.337   0.44160   1.00000   0.88510   1.00000   0.49960   1.00000   1.00000 
   321.285   0.44200   1.00000   0.88630   1.00000   0.49940   1.00000   1.00000 
   321.234   0.44250   1.00000   0.88780   1.00000   0.49910   1.00000   1.00000 
   321.182   0.44240   1.00000   0.88800   1.00000   0.49890   1.00000   1.00000 
   321.130   0.44190   1.00000   0.88740   1.00000   0.49870   1.00000   1.00000 
   321.079   0.44110   1.00000   0.88620   1.00000   0.49840   1.00000   1.00000 
   321.027   0.43950   1.00000   0.88330   1.00000   0.49820   1.00000   1.00000 
   320.976   0.43740   1.00000   0.87950   1.00000   0.49800   1.00000   1.00000 
   320.924   0.43450   1.00000   0.87410   1.00000   0.49770   1.00000   1.00000 
   320.873   0.43120   1.00000   0.86790   1.00000   0.49750   1.00000   1.00000 
   320.821   0.42880   1.00000   0.86350   1.00000   0.49720   1.00000   1.00000 
   320.770   0.42610   1.00000   0.85850   1.00000   0.49700   1.00000   1.00000 
   320.718   0.42240   1.00000   0.85140   1.00000   0.49680   1.00000   1.00000 
   320.667   0.41890   1.00000   0.84470   1.00000   0.49650   1.00000   1.00000 
   320.616   0.41630   1.00000   0.84000   1.00000   0.49630   1.00000   1.00000 
   320.564   0.41510   1.00000   0.83800   1.00000   0.49610   1.00000   1.00000 
   320.513   0.41470   1.00000   0.83770   1.00000   0.49580   1.00000   1.00000 
   320.461   0.41290   1.00000   0.83430   1.00000   0.49560   1.00000   1.00000 
   320.410   0.40910   1.00000   0.82720   1.00000   0.49530   1.00000   1.00000 
   320.359   0.40520   1.00000   0.81960   1.00000   0.49510   1.00000   1.00000 
   320.307   0.40130   1.00000   0.81220   1.00000   0.49490   1.00000   1.00000 
   320.256   0.39690   1.00000   0.80370   1.00000   0.49460   1.00000   1.00000 
   320.205   0.39170   1.00000   0.79340   1.00000   0.49440   1.00000   1.00000 
   320.154   0.38650   1.00000   0.78320   1.00000   0.49420   1.00000   1.00000 
   320.102   0.38280   1.00000   0.77610   1.00000   0.49390   1.00000   1.00000 
   320.051   0.38260   1.00000   0.77620   1.00000   0.49370   1.00000   1.00000 
   320.000   0.38430   1.00000   0.78010   1.00000   0.49340   1.00000   1.00000 
   319.949   0.38870   1.00000   0.78930   1.00000   0.49320   1.00000   1.00000 
   319.898   0.39330   1.00000   0.79900   1.00000   0.49300   1.00000   1.00000 
   319.846   0.39500   1.00000   0.80290   1.00000   0.49270   1.00000   1.00000 
   319.795   0.39380   1.00000   0.80090   1.00000   0.49250   1.00000   1.00000 
   319.744   0.39150   1.00000   0.79650   1.00000   0.49220   1.00000   1.00000 
   319.693   0.38960   1.00000   0.79310   1.00000   0.49200   1.00000   1.00000 
   319.642   0.38760   1.00000   0.78930   1.00000   0.49180   1.00000   1.00000 
   319.591   0.38500   1.00000   0.78440   1.00000   0.49150   1.00000   1.00000 
   319.540   0.38490   1.00000   0.78460   1.00000   0.49130   1.00000   1.00000 
   319.489   0.38770   1.00000   0.79050   1.00000   0.49110   1.00000   1.00000 
   319.438   0.39120   1.00000   0.79810   1.00000   0.49080   1.00000   1.00000 
   319.387   0.39910   1.00000   0.81470   1.00000   0.49060   1.00000   1.00000 
   319.336   0.40310   1.00000   0.82320   1.00000   0.49030   1.00000   1.00000 
   319.285   0.40680   1.00000   0.83100   1.00000   0.49010   1.00000   1.00000 
   319.234   0.40850   1.00000   0.83510   1.00000   0.48990   1.00000   1.00000 
   319.183   0.40990   1.00000   0.83830   1.00000   0.48960   1.00000   1.00000 
   319.132   0.40940   1.00000   0.83770   1.00000   0.48940   1.00000   1.00000 
   319.081   0.41000   1.00000   0.83930   1.00000   0.48910   1.00000   1.00000 
   319.030   0.40680   1.00000   0.83310   1.00000   0.48890   1.00000   1.00000 
   318.979   0.40490   1.00000   0.82980   1.00000   0.48870   1.00000   1.00000 
   318.928   0.40300   1.00000   0.82620   1.00000   0.48840   1.00000   1.00000 
   318.878   0.40070   1.00000   0.82180   1.00000   0.48820   1.00000   1.00000 
   318.827   0.39930   1.00000   0.81940   1.00000   0.48800   1.00000   1.00000 
   318.776   0.39910   1.00000   0.81950   1.00000   0.48770   1.00000   1.00000 
   318.725   0.39780   1.00000   0.81710   1.00000   0.48750   1.00000   1.00000 
   318.674   0.39610   1.00000   0.81410   1.00000   0.48720   1.00000   1.00000 
   318.624   0.39510   1.00000   0.81240   1.00000   0.48700   1.00000   1.00000 
   318.573   0.39360   1.00000   0.80960   1.00000   0.48680   1.00000   1.00000 
   318.522   0.39120   1.00000   0.80510   1.00000   0.48650   1.00000   1.00000 
   318.471   0.38860   1.00000   0.80030   1.00000   0.48630   1.00000   1.00000 
   318.421   0.38500   1.00000   0.79310   1.00000   0.48600   1.00000   1.00000 
   318.370   0.38060   1.00000   0.78450   1.00000   0.48580   1.00000   1.00000 
   318.319   0.37770   1.00000   0.77890   1.00000   0.48560   1.00000   1.00000 
   318.269   0.37440   1.00000   0.77250   1.00000   0.48530   1.00000   1.00000 
   318.218   0.37130   1.00000   0.76660   1.00000   0.48510   1.00000   1.00000 
   318.167   0.36840   1.00000   0.76090   1.00000   0.48490   1.00000   1.00000 
   318.117   0.36680   1.00000   0.75800   1.00000   0.48460   1.00000   1.00000 
   318.066   0.36600   1.00000   0.75660   1.00000   0.48440   1.00000   1.00000 
   318.016   0.36510   1.00000   0.75520   1.00000   0.48410   1.00000   1.00000 
   317.965   0.36270   1.00000   0.75070   1.00000   0.48390   1.00000   1.00000 
   317.914   0.35880   1.00000   0.74290   1.00000   0.48370   1.00000   1.00000 
   317.864   0.35380   1.00000   0.73280   1.00000   0.48340   1.00000   1.00000 
   317.813   0.35020   1.00000   0.72590   1.00000   0.48320   1.00000   1.00000 
   317.763   0.34760   1.00000   0.72080   1.00000   0.48290   1.00000   1.00000 
   317.712   0.34560   1.00000   0.71690   1.00000   0.48270   1.00000   1.00000 
   317.662   0.34650   1.00000   0.71920   1.00000   0.48250   1.00000   1.00000 
   317.612   0.34960   1.00000   0.72610   1.00000   0.48220   1.00000   1.00000 
   317.561   0.35320   1.00000   0.73400   1.00000   0.48200   1.00000   1.00000 
   317.511   0.35650   1.00000   0.74120   1.00000   0.48170   1.00000   1.00000 
   317.460   0.35880   1.00000   0.74620   1.00000   0.48150   1.00000   1.00000 
   317.410   0.35880   1.00000   0.74650   1.00000   0.48130   1.00000   1.00000 
   317.360   0.35800   1.00000   0.74530   1.00000   0.48100   1.00000   1.00000 
   317.309   0.35670   1.00000   0.74290   1.00000   0.48080   1.00000   1.00000 
   317.259   0.35510   1.00000   0.74000   1.00000   0.48060   1.00000   1.00000 
   317.209   0.35340   1.00000   0.73670   1.00000   0.48030   1.00000   1.00000 
   317.158   0.35340   1.00000   0.73720   1.00000   0.48010   1.00000   1.00000 
   317.108   0.35330   1.00000   0.73730   1.00000   0.47980   1.00000   1.00000 
   317.058   0.35420   1.00000   0.73950   1.00000   0.47960   1.00000   1.00000 
   317.007   0.35660   1.00000   0.74490   1.00000   0.47940   1.00000   1.00000 
   316.957   0.35970   1.00000   0.75180   1.00000   0.47910   1.00000   1.00000 
   316.907   0.36150   1.00000   0.75580   1.00000   0.47890   1.00000   1.00000 
   316.857   0.36240   1.00000   0.75820   1.00000   0.47860   1.00000   1.00000 
   316.807   0.36230   1.00000   0.75840   1.00000   0.47840   1.00000   1.00000 
   316.756   0.36140   1.00000   0.75680   1.00000   0.47820   1.00000   1.00000 
   316.706   0.35930   1.00000   0.75280   1.00000   0.47790   1.00000   1.00000 
   316.656   0.35630   1.00000   0.74700   1.00000   0.47770   1.00000   1.00000 
   316.606   0.35380   1.00000   0.74200   1.00000   0.47740   1.00000   1.00000 
   316.556   0.35260   1.00000   0.73980   1.00000   0.47720   1.00000   1.00000 
   316.506   0.35020   1.00000   0.73510   1.00000   0.47700   1.00000   1.00000 
   316.456   0.34790   1.00000   0.73070   1.00000   0.47670   1.00000   1.00000 
   316.406   0.34560   1.00000   0.72620   1.00000   0.47650   1.00000   1.00000 
   316.356   0.34410   1.00000   0.72340   1.00000   0.47630   1.00000   1.00000 
   316.306   0.34330   1.00000   0.72200   1.00000   0.47600   1.00000   1.00000 
   316.256   0.34200   1.00000   0.71970   1.00000   0.47580   1.00000   1.00000 
   316.206   0.34050   1.00000   0.71700   1.00000   0.47550   1.00000   1.00000 
   316.156   0.33780   1.00000   0.71170   1.00000   0.47530   1.00000   1.00000 
   316.106   0.33550   1.00000   0.70710   1.00000   0.47510   1.00000   1.00000 
   316.056   0.33350   1.00000   0.70330   1.00000   0.47480   1.00000   1.00000 
   316.006   0.33070   1.00000   0.69770   1.00000   0.47460   1.00000   1.00000 
   315.956   0.32580   1.00000   0.68780   1.00000   0.47430   1.00000   1.00000 
   315.906   0.32230   1.00000   0.68070   1.00000   0.47410   1.00000   1.00000 
   315.856   0.31870   1.00000   0.67350   1.00000   0.47390   1.00000   1.00000 
   315.806   0.31640   1.00000   0.66900   1.00000   0.47360   1.00000   1.00000 
   315.756   0.31310   1.00000   0.66230   1.00000   0.47340   1.00000   1.00000 
   315.706   0.30930   1.00000   0.65470   1.00000   0.47310   1.00000   1.00000 
   315.657   0.30650   1.00000   0.64900   1.00000   0.47290   1.00000   1.00000 
   315.607   0.30630   1.00000   0.64900   1.00000   0.47270   1.00000   1.00000 
   315.557   0.30720   1.00000   0.65110   1.00000   0.47240   1.00000   1.00000 
   315.507   0.30970   1.00000   0.65690   1.00000   0.47220   1.00000   1.00000 
   315.457   0.31470   1.00000   0.66770   1.00000   0.47190   1.00000   1.00000 
   315.408   0.31950   1.00000   0.67830   1.00000   0.47170   1.00000   1.00000 
   315.358   0.32240   1.00000   0.68480   1.00000   0.47150   1.00000   1.00000 
   315.308   0.32330   1.00000   0.68690   1.00000   0.47120   1.00000   1.00000 
   315.259   0.32340   1.00000   0.68770   1.00000   0.47100   1.00000   1.00000 
   315.209   0.32360   1.00000   0.68830   1.00000   0.47070   1.00000   1.00000 
   315.159   0.32370   1.00000   0.68890   1.00000   0.47050   1.00000   1.00000 
   315.110   0.32340   1.00000   0.68860   1.00000   0.47030   1.00000   1.00000 
   315.060   0.32240   1.00000   0.68680   1.00000   0.47000   1.00000   1.00000 
   315.010   0.32170   1.00000   0.68580   1.00000   0.46980   1.00000   1.00000 
   314.961   0.32030   1.00000   0.68310   1.00000   0.46960   1.00000   1.00000 
   314.911   0.31900   1.00000   0.68070   1.00000   0.46930   1.00000   1.00000 
   314.861   0.31940   1.00000   0.68190   1.00000   0.46910   1.00000   1.00000 
   314.812   0.32040   1.00000   0.68430   1.00000   0.46880   1.00000   1.00000 
   314.762   0.32040   1.00000   0.68470   1.00000   0.46860   1.00000   1.00000 
   314.713   0.32130   1.00000   0.68690   1.00000   0.46840   1.00000   1.00000 
   314.663   0.32070   1.00000   0.68610   1.00000   0.46810   1.00000   1.00000 
   314.614   0.31880   1.00000   0.68220   1.00000   0.46790   1.00000   1.00000 
   314.564   0.31780   1.00000   0.68040   1.00000   0.46760   1.00000   1.00000 
   314.515   0.31520   1.00000   0.67520   1.00000   0.46740   1.00000   1.00000 
   314.465   0.31160   1.00000   0.66780   1.00000   0.46720   1.00000   1.00000 
   314.416   0.30840   1.00000   0.66130   1.00000   0.46690   1.00000   1.00000 
   314.367   0.30490   1.00000   0.65410   1.00000   0.46670   1.00000   1.00000 
   314.317   0.30160   1.00000   0.64730   1.00000   0.46640   1.00000   1.00000 
   314.268   0.29930   1.00000   0.64270   1.00000   0.46620   1.00000   1.00000 
   314.218   0.29660   1.00000   0.63740   1.00000   0.46600   1.00000   1.00000 
   314.169   0.29290   1.00000   0.62970   1.00000   0.46570   1.00000   1.00000 
   314.120   0.29100   1.00000   0.62590   1.00000   0.46550   1.00000   1.00000 
   314.070   0.28860   1.00000   0.62100   1.00000   0.46520   1.00000   1.00000 
   314.021   0.28600   1.00000   0.61590   1.00000   0.46500   1.00000   1.00000 
   313.972   0.28460   1.00000   0.61300   1.00000   0.46480   1.00000   1.00000 
   313.922   0.28120   1.00000   0.60610   1.00000   0.46450   1.00000   1.00000 
   313.873   0.27770   1.00000   0.59880   1.00000   0.46430   1.00000   1.00000 
   313.824   0.27550   1.00000   0.59450   1.00000   0.46400   1.00000   1.00000 
   313.775   0.27400   1.00000   0.59150   1.00000   0.46380   1.00000   1.00000 
   313.725   0.27270   1.00000   0.58910   1.00000   0.46360   1.00000   1.00000 
   313.676   0.26930   1.00000   0.58180   1.00000   0.46330   1.00000   1.00000 
   313.627   0.26730   1.00000   0.57800   1.00000   0.46310   1.00000   1.00000 
   313.578   0.26620   1.00000   0.57590   1.00000   0.46280   1.00000   1.00000 
   313.529   0.26590   1.00000   0.57560   1.00000   0.46260   1.00000   1.00000 
   313.480   0.26770   1.00000   0.57970   1.00000   0.46240   1.00000   1.00000 
   313.430   0.26970   1.00000   0.58430   1.00000   0.46210   1.00000   1.00000 
   313.381   0.27250   1.00000   0.59080   1.00000   0.46190   1.00000   1.00000 
   313.332   0.27570   1.00000   0.59800   1.00000   0.46170   1.00000   1.00000 
   313.283   0.27640   1.00000   0.59990   1.00000   0.46140   1.00000   1.00000 
   313.234   0.27720   1.00000   0.60200   1.00000   0.46120   1.00000   1.00000 
   313.185   0.27680   1.00000   0.60140   1.00000   0.46090   1.00000   1.00000 
   313.136   0.27690   1.00000   0.60200   1.00000   0.46070   1.00000   1.00000 
   313.087   0.27720   1.00000   0.60290   1.00000   0.46050   1.00000   1.00000 
   313.038   0.27630   1.00000   0.60120   1.00000   0.46020   1.00000   1.00000 
   312.989   0.27460   1.00000   0.59790   1.00000   0.46000   1.00000   1.00000 
   312.940   0.27290   1.00000   0.59450   1.00000   0.45970   1.00000   1.00000 
   312.891   0.27490   1.00000   0.59910   1.00000   0.45950   1.00000   1.00000 
   312.842   0.27280   1.00000   0.59480   1.00000   0.45930   1.00000   1.00000 
   312.793   0.27230   1.00000   0.59400   1.00000   0.45900   1.00000   1.00000 
   312.744   0.27120   1.00000   0.59200   1.00000   0.45880   1.00000   1.00000 
   312.695   0.26990   1.00000   0.58950   1.00000   0.45850   1.00000   1.00000 
   312.647   0.26870   1.00000   0.58700   1.00000   0.45830   1.00000   1.00000 
   312.598   0.26810   1.00000   0.58600   1.00000   0.45810   1.00000   1.00000 
   312.549   0.26700   1.00000   0.58400   1.00000   0.45780   1.00000   1.00000 
   312.500   0.26440   1.00000   0.57860   1.00000   0.45760   1.00000   1.00000 
   312.451   0.26200   1.00000   0.57360   1.00000   0.45730   1.00000   1.00000 
   312.402   0.25950   1.00000   0.56840   1.00000   0.45710   1.00000   1.00000 
   312.354   0.25770   1.00000   0.56480   1.00000   0.45690   1.00000   1.00000 
   312.305   0.25620   1.00000   0.56180   1.00000   0.45660   1.00000   1.00000 
   312.256   0.25520   1.00000   0.55990   1.00000   0.45640   1.00000   1.00000 
   312.207   0.25430   1.00000   0.55810   1.00000   0.45610   1.00000   1.00000 
   312.159   0.25360   1.00000   0.55690   1.00000   0.45590   1.00000   1.00000 
   312.110   0.25210   1.00000   0.55400   1.00000   0.45570   1.00000   1.00000 
   312.061   0.24990   1.00000   0.54950   1.00000   0.45540   1.00000   1.00000 
   312.012   0.24870   1.00000   0.54710   1.00000   0.45520   1.00000   1.00000 
   311.964   0.24690   1.00000   0.54330   1.00000   0.45490   1.00000   1.00000 
   311.915   0.24410   1.00000   0.53740   1.00000   0.45470   1.00000   1.00000 
   311.867   0.24140   1.00000   0.53180   1.00000   0.45450   1.00000   1.00000 
   311.818   0.23870   1.00000   0.52610   1.00000   0.45420   1.00000   1.00000 
   311.769   0.23620   1.00000   0.52100   1.00000   0.45400   1.00000   1.00000 
   311.721   0.23340   1.00000   0.51500   1.00000   0.45370   1.00000   1.00000 
   311.672   0.22980   1.00000   0.50740   1.00000   0.45350   1.00000   1.00000 
   311.624   0.22700   1.00000   0.50150   1.00000   0.45330   1.00000   1.00000 
   311.575   0.22490   1.00000   0.49710   1.00000   0.45300   1.00000   1.00000 
   311.526   0.22310   1.00000   0.49330   1.00000   0.45280   1.00000   1.00000 
   311.478   0.22130   1.00000   0.48950   1.00000   0.45250   1.00000   1.00000 
   311.429   0.22110   1.00000   0.48950   1.00000   0.45230   1.00000   1.00000 
   311.381   0.22210   1.00000   0.49190   1.00000   0.45210   1.00000   1.00000 
   311.333   0.22220   1.00000   0.49250   1.00000   0.45180   1.00000   1.00000 
   311.284   0.22250   1.00000   0.49330   1.00000   0.45160   1.00000   1.00000 
   311.236   0.22270   1.00000   0.49400   1.00000   0.45130   1.00000   1.00000 
   311.187   0.22430   1.00000   0.49780   1.00000   0.45110   1.00000   1.00000 
   311.139   0.22260   1.00000   0.49450   1.00000   0.45090   1.00000   1.00000 
   311.090   0.22270   1.00000   0.49500   1.00000   0.45060   1.00000   1.00000 
   311.042   0.22160   1.00000   0.49260   1.00000   0.45040   1.00000   1.00000 
   310.994   0.22090   1.00000   0.49140   1.00000   0.45010   1.00000   1.00000 
   310.945   0.22050   1.00000   0.49080   1.00000   0.44990   1.00000   1.00000 
   310.897   0.21860   1.00000   0.48680   1.00000   0.44970   1.00000   1.00000 
   310.849   0.21690   1.00000   0.48330   1.00000   0.44940   1.00000   1.00000 
   310.800   0.21610   1.00000   0.48180   1.00000   0.44920   1.00000   1.00000 
   310.752   0.21590   1.00000   0.48170   1.00000   0.44900   1.00000   1.00000 
   310.704   0.21480   1.00000   0.47940   1.00000   0.44870   1.00000   1.00000 
   310.655   0.21400   1.00000   0.47800   1.00000   0.44850   1.00000   1.00000 
   310.607   0.21250   1.00000   0.47490   1.00000   0.44820   1.00000   1.00000 
   310.559   0.21190   1.00000   0.47380   1.00000   0.44800   1.00000   1.00000 
   310.511   0.20960   1.00000   0.46870   1.00000   0.44780   1.00000   1.00000 
   310.463   0.20690   1.00000   0.46290   1.00000   0.44750   1.00000   1.00000 
   310.414   0.20480   1.00000   0.45840   1.00000   0.44730   1.00000   1.00000 
   310.366   0.20310   1.00000   0.45480   1.00000   0.44700   1.00000   1.00000 
   310.318   0.20280   1.00000   0.45460   1.00000   0.44680   1.00000   1.00000 
   310.270   0.20310   1.00000   0.45540   1.00000   0.44660   1.00000   1.00000 
   310.222   0.20370   1.00000   0.45710   1.00000   0.44630   1.00000   1.00000 
   310.174   0.20480   1.00000   0.45970   1.00000   0.44610   1.00000   1.00000 
   310.126   0.20440   1.00000   0.45900   1.00000   0.44580   1.00000   1.00000 
   310.078   0.20440   1.00000   0.45940   1.00000   0.44560   1.00000   1.00000 
   310.029   0.20440   1.00000   0.45960   1.00000   0.44540   1.00000   1.00000 
   309.981   0.20470   1.00000   0.46060   1.00000   0.44510   1.00000   1.00000 
   309.933   0.20400   1.00000   0.45920   1.00000   0.44490   1.00000   1.00000 
   309.885   0.20240   1.00000   0.45570   1.00000   0.44460   1.00000   1.00000 
   309.837   0.20190   1.00000   0.45480   1.00000   0.44440   1.00000   1.00000 
   309.789   0.20250   1.00000   0.45640   1.00000   0.44420   1.00000   1.00000 
   309.741   0.20230   1.00000   0.45640   1.00000   0.44390   1.00000   1.00000 
   309.693   0.19960   1.00000   0.45050   1.00000   0.44370   1.00000   1.00000 
   309.645   0.19640   1.00000   0.44350   1.00000   0.44340   1.00000   1.00000 
   309.598   0.19490   1.00000   0.44030   1.00000   0.44320   1.00000   1.00000 
   309.550   0.19320   1.00000   0.43680   1.00000   0.44300   1.00000   1.00000 
   309.502   0.19100   1.00000   0.43190   1.00000   0.44270   1.00000   1.00000 
   309.454   0.18570   1.00000   0.42020   1.00000   0.44250   1.00000   1.00000 
   309.406   0.18050   1.00000   0.40870   1.00000   0.44220   1.00000   1.00000 
   309.358   0.17730   1.00000   0.40160   1.00000   0.44200   1.00000   1.00000 
   309.310   0.17540   1.00000   0.39750   1.00000   0.44180   1.00000   1.00000 
   309.262   0.17420   1.00000   0.39520   1.00000   0.44150   1.00000   1.00000 
   309.215   0.17230   1.00000   0.39100   1.00000   0.44130   1.00000   1.00000 
   309.167   0.16940   1.00000   0.38450   1.00000   0.44100   1.00000   1.00000 
